Year ,Type of Study,Journal,Citation,Has a middle-range model? (1=Y/0=N),Level ,Unit of Analysis,IT Phenomenon,Treatment of IT,Subaspect of IT,Source Theory,Source Theory's Unit of Analysis,Cited by (Google Scholar),Total Cites - last 10 years,Information Science & Library Science Citations (ISI Web of Science - SSCI),Total Citations by (ISI Web of Science - SSCI),% of citations in IS domain,Theory Borrowed (Yes/No),Primary (outside of IS) or Secondary (inside of IS) borrowing?,1_Classification: Exploitation/Exploration,2_Classification: Exploitation/Exploration,3_Classification: Exploitation/Exploration,4_Classification: Exploitation/Exploration,"Classification: instantiation, modifying, or extending","Magnitude: none, small, medium, large",Constructs/relationship/logic changed?,"If Not Borrowed, is Source Theory Inductive or Axiomatic?",Cannot be Classified (Notes),Comments,Why cited?,Age since 2013,Cites in first 5 years,Half-life - duration (compared to 2013),Half-life - year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,h1_intial_author_1,h1_2013_author_1,h1_intial_author_2,h1_2013_author_2,h1_intial_author_3,h1_2013_author_3,h1_intial_author_4,h1_2013_author_4,h1_intial_author_5,h1_2013_author_5,h1_initial_sum,h1_2013_sum,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
2009,Simulation,ISR,"Cavusoglu, H., and Raghunathan, S. 2009. –Configuration of and Interaction Between Information Security Technologies: The Case of Firewalls and Intrusion Detection Systems,” Information Systems Research (20:2), pp. 198_217.",1,2,Organization,Evaluates the combination of several information security technologies in combination to see under what circumstances such combinations increase or decrease security,Tool,Technology as performance,Technical/economic research on information security technology,Organization,8,9,1,9,0.11,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Looks specifically at the case of a firewall and an IDS in combination,,4,,0,2013,,,,,,,,,,,,,,,,,,,,,1,2,1,4,1,8,9,17,17,,,,,,,25,26,2009,Information Systems Research,20,2,,198,217,,26,10.1287/isre.1080.0180,http://www.scopus.com/inward/record.url?eid=2-s2.0-67649529385&partnerID=40&md5=b2fa858dc971b48270d67b2a7ff7edfd,Article,Scopus,2-s2.0-67649529385
2011,Econometrics,MISQ,"Singh, P., Tan, Y., and Mookerjee, V. 2011. –NETWORK EFFECTS: THE INFLUENCE OF STRUCTURAL CAPITAL ON OPEN SOURCE PROJECT SUCCESS,” MIS Quarterly (35:4), pp. 813_829.",1,1,Project,"Uses network data on projects and developers to investigate the impact of network social capital (internal cohesion, external cohesion, and technological diversity)on open source project success (knowledge creation).",Nominal,Technology as Absent,social networks,Network,20,8,6,8,0.75,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,"Really just applying the logic of social networks to the context of open source projects.  Although the type of project is measured, technology is largely absent -- background info. rather than the focus of the study.",,2,,0,2013,,,,,,,,,,,,,,,,,,,,,,1,2,5,,3,5,11,12,15,15,,,,,29,32,2011,MIS Quarterly: Management Information Systems,35,4,,813,829,,28,,http://www.scopus.com/inward/record.url?eid=2-s2.0-81355163818&partnerID=40&md5=73c21c967b560dc2a9a0936c4377f471,Article,Scopus,2-s2.0-81355163818
2007,Analytical Modeling,ISR,"Lee, D., & Mendelson, H. (2007). Adoption of Information Technology Under Network Effects. Information Systems Research, 18(4), 395_413.",1,1,Market,"Builds a model to predict adoption of IT under network effects, dependent on first-mover advantage and proprietary/compatible technology.",Proxy,Technology as diffusion,Standardization and network effects,Market,23,8,3,8,0.38,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Marginal contribution,,6,,2,2011,,,,,,,,,,,,,,,,,,,,1,,3,4,,,1,4,27,28,,,,,,,28,32,2007,Information Systems Research,18,4,,395,413,,21,10.1287/isre.1070.0138,http://www.scopus.com/inward/record.url?eid=2-s2.0-41149174079&partnerID=40&md5=aedfdcac85915fe557ca8879e88fa0e7,Article,Scopus,2-s2.0-41149174079
2007,Qualitative/Repertoire Grid,MISQ,"Davis, C., and Hufnagel, E. 2007. –Through the eyes of experts: A socio-cognitive perspective on the automation of fingerprint work,” MIS Quarterly (31:4), pp. 681_703.",1,,Individual,"""Our investigation reveals the important role the Finger Print Technicians occupationally defined values and norms played in structuring their existing work practices and the tensions produced by organizationally mandated efforts to restructure the logic of their expertise-based hierarchies.""",Nominal,Technology as absent,Personal construct theory and job characteristics theory,Individual,,7,6,7,0.86,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,Explores technological frames in a particular context,,6,,0,2013,,,,,,,,,,,,,,,,,,,1,,,1,1,2,2,3,4,7,7,,,,,,,10,11,2007,MIS Quarterly: Management Information Systems,31,4,,681,703,,23,,http://www.scopus.com/inward/record.url?eid=2-s2.0-38549124048&partnerID=40&md5=468f703d7175e5ff5439a61e2a19ee1c,Article,Scopus,2-s2.0-38549124048
2011,Experiment,ISR,"Scheffel, T., Pikovsky, A., Bichler, M., & Guler, K. (2011). An Experimental Comparison of Linear and Nonlinear Price Combinatorial Auctions. Information Systems Research, 22(2), 346_368. doi:10.1287/isre.1090.0267",1,1,Market,Compares linear and non-linear price auctions,Computational,Algorithm,Auction theory,Market,14,7,2,7,0.29,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,"Technology absent, shows algorithms for auction design, not IT-related",,2,,0,2013,,,,,,,,,,,,,,,,,,,,,,1,2,4,,1,2,4,4,15,15,3,3,,,23,24,2011,Information Systems Research,22,2,,346,368,,15,10.1287/isre.1090.0267,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960709237&partnerID=40&md5=0ef799aa275696c4891148be00cc223e,Article,Scopus,2-s2.0-79960709237
2007,Experiment,ISR,"Saar-Tsechansky, M., and Provost, F. 2007. –Decision-Centric Active Learning of Binary-Outcome Models,” Information Systems Research (18:1), pp. 4_22.",1,1,Organization,Builds an active machine learning model that predicts consumer preferences,Computational,Algorithm,Active machine learning,Organization,23,6,1,6,0.17,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,Incremental contribution in machine learning,,6,,4,2009,,,,,,,,,,,,,,,,,,,1,3,1,,,1,,8,9,21,25,,,,,,,29,34,2007,Information Systems Research,18,1,,4,22,,18,10.1287/isre.1070.0111,http://www.scopus.com/inward/record.url?eid=2-s2.0-34247507155&partnerID=40&md5=1f9aaab689e9c714d6d2ff09dd559bee,Article,Scopus,2-s2.0-34247507155
2011,Experiment,MISQ,"Suh, K., Kim, H., and Suh, E. 2011. –WHAT IF YOUR AVATAR LOOKS LIKE YOU? DUAL- CONGRUITY PERSPECTIVES FOR AVATAR USE,” MIS Quarterly (35:3), pp. 711_729.",1,2,Individual,Draws on dual-congruity perspectives to develop a research model that examines the effect on usage and usefulness of an avatar that resembles the user,Proxy,Technology as Perception,dual-congruity perspectives,individual,5,5,4,5,0.8,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,Simply applies dual-congruity theory to avatars,,2,,0,2013,,,,,,,,,,,,,,,,,,,,,,,1,3,1,6,7,17,19,1,1,,,,,24,27,2011,MIS Quarterly: Management Information Systems,35,3,,711,729,,21,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051778382&partnerID=40&md5=570b28598cc5258e1a350e2d8c88a74e,Article,Scopus,2-s2.0-80051778382
2006,Experiment,ISR,"Li, X.-B., and Sarkar, S. 2006. –Privacy Protection in Data Mining: A Perturbation Approach for Categorical Data,” Information Systems Research (17:3), pp. 254_270.",1,1,Organization,Develops a method for cleaning identifiable data that subsequently will be used for data-mining,Computational,Algorithm,linear programming and Bayesian estimation,Organization,14,5,3,5,0.6,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Marginal application of simulation techniques to a new area,,7,,1,2012,,,,,,,,,,,,,,,,,,,,1,,1,1,2,,6,9,14,16,,,,,,,20,25,2006,Information Systems Research,17,3,,254,270,,26,10.1287/isre.1060.0095,http://www.scopus.com/inward/record.url?eid=2-s2.0-33748519577&partnerID=40&md5=c780922bab013d217bf78586894fa0bf,Article,Scopus,2-s2.0-33748519577
2012,Analytical Modeling,ISR,"Cheng, H. K., and Liu, Y. 2012. –Optimal Software Free Trial Strategy: The Impact of Network Externalities and Consumer Uncertainty,” Information Systems Research (23:2), pp. 488_504.",1,-,Firm,"""This paper examines the trade-off between the effects of reduced uncertainty and demand cannibalization, uncovers the condition under which software firms should introduce the time-locked free trial software, and finds the optimal free trial time.""",Proxy,Technology as perception,Product trial and sampling (marketing),Firm,9,5,3,5,0.6,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Simply instantiates marketing theory in an IS context,,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,1,2,2,13,13,3,3,,,,,,,16,16,2012,Information Systems Research,23,2,,488,504,,9,10.1287/isre.1110.0348,http://www.scopus.com/inward/record.url?eid=2-s2.0-84870753194&partnerID=40&md5=0fc13c961473a95d8013c7752e9bf1d4,Article,Scopus,2-s2.0-84870753194
2012,Analytical Modeling,ISR,"Xu, L., Chen, J., and Whinston, A. 2012. –Effects of the Presence of Organic Listing in Search Advertising,” Information Systems Research (23:4), p. 1284+1302.",1,,Market,Game-theoretic model of search advertising,Nominal,Technology as absent,economics of informative advertising,Market,,5,1,5,0.2,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,-,-,-,-,Deductive,,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,4,9,9,40,40,,,,,53,53,2012,Information Systems Research,23,4,,1284,1302,,9,10.1287/isre.1120.0425,http://www.scopus.com/inward/record.url?eid=2-s2.0-84871573202&partnerID=40&md5=a6923211a626c70011218959093ba9d7,Article,Scopus,2-s2.0-84871573202
2010,Analytical Modeling,MISQ,"Abbasi, A., Zhang, Z., and Zimbra, D. 2010. –DETECTING FAKE WEBSITES: THE CONTRIBUTION OF STATISTICAL LEARNING THEORY,” MIS Quarterly (34:3), pp. 1_28.",1,2,Artifact,Design science approach to develop a prototype system for detecting fake websites.  ,Computational,Algorithm,Statistical learning theory,Artifact,9,4,4,4,1,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,Applies  statistical learning theory to the problem of detecting fake websites.,,3,,1,2012,,,,,,,,,,,,,,,,,,,,,,,2,1,1,11,12,10,10,4,4,,,,,25,26,2010,MIS Quarterly: Management Information Systems,34,SPEC. ISSUE 3,,435,461,,29,,http://www.scopus.com/inward/record.url?eid=2-s2.0-77957045434&partnerID=40&md5=91773f4afd051c3ee6fc5b61ef88dab3,Article,Scopus,2-s2.0-77957045434
2000,Analytical Modeling,ISR,"Dey, D., and Sarkar, S. 2000. –Modifications of Uncertain Data: A Bayesian Framework for Belief Revision,” Information Systems Research (11:1), pp. 1_16.",1,,Database,They develop an algorithm for Bayesian belief revision in relational databases,Nominal,Technology as absent,"Relational databases, Bayesian statistics",Database,,2,2,3,0.67,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Combines Bayesian theory with belief revision in relational databases,,13,,7,2006,,,,,,,,,,,,,,1,,,1,,,1,,,,,,9,12,9,16,,,,,,,18,28,2000,Information Systems Research,11,1,,1,16,,11,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0034400695&partnerID=40&md5=cea9b900ddff09c98a6287c65e91aa54,Article,Scopus,2-s2.0-0034400695
2012,Econometrics,MISQ,"Han, K., Oh, W., Im, K., and Chang, R. 2012. –VALUE COCREATION AND WEALTH SPILLOVER IN OPEN INNOVATION ALLIANCES,” MIS Quarterly (36:1), pp. 291_315.",1,-,Organization/Network,"Estimates stock returns based on being in an alliance, or recently joining",Nominal,Technology as absent,Open Innovation Alliances,Organization/Network,9,3,1,3,0.33,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,"Instantiation in an IT context, on such a high macro-level that technology is abstracted away",,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,3,,5,6,14,14,7,7,1,1,22,22,49,50,,,,,,,,,,,,,,
2010,Econometrics,ISR,"Li, S., Shang, J., and Slaughter, S. A. 2010. –Why Do Software Firms Fail? Capabilities, Competitive Actions, and Firm Survival in the Software Industry from 1995 to 2007,” Information Systems Research (21:3), pp. 631_654.",1,2,Organization,"Builds a RBV model that predicts firm survival through the antecedents firm capabilities, and types of competitive actions.",Proxy,Technology as capital,Resource-Based View,Organization,9,3,0,3,0,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Essentially a case study not adding much new to the general framework of RBV,,3,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,16,18,25,25,,,,,44,46,2010,Information Systems Research,21,3,,631,654,,21,10.1287/isre.1100.0281,http://www.scopus.com/inward/record.url?eid=2-s2.0-77957367105&partnerID=40&md5=d90bf6dc35b7ebf9d71098d104171e7b,Article,Scopus,2-s2.0-77957367105
2011,Simulation,ISR,"Johar, M., Menon, S., and Mookerjee, V. 2011. –Analyzing Sharing in Peer-to-Peer Networks Under Various Congestion Measures,” Information Systems Research (22:2), pp. 325_345.",1,,Network,Models the effects of congestion on sharing of files in P2P networks,Nominal,Technology as absent,Network congestion,Network,,3,0,3,0,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,-,-,-,-,Instantiates network congestion theory in an online context (P2P file sharing),,2,,-1,2014,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,9,9,14,15,,,,,26,28,2011,Information Systems Research,22,2,,325,345,,4,10.1287/isre.1090.0258,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960729432&partnerID=40&md5=feca82380615c4b9251d4aefd1e19120,Article,Scopus,2-s2.0-79960729432
2012,Econometrics,ISR,"Adomavicius, G., Bockstedt, J., and Gupta, a. 2012. –Modeling Supply-Side Dynamics of IT Components, Products, and Infrastructure: An Empirical Analysis Using Vector Autoregression,” Information Systems Research (23:2), pp. 397_417.",1,-,Market,Shows how supply-side IT dynamics can be modelled using Vector Autoregression,Proxy,Technology as diffusion,supply-side push/pull economics,Market,5,2,2,2,1,Yes,Secondary,Exploitation,-,Exploitation,Exploitation,Instantiation,None,-,-,-,Introduces a supposedly novel method for measuring relationships between well-known constructs,,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,2,,14,14,7,7,21,21,,,,,42,42,2012,Information Systems Research,23,2,,397,417,,8,10.1287/isre.1120.0418,http://www.scopus.com/inward/record.url?eid=2-s2.0-84871259473&partnerID=40&md5=c6f123d1b503510f130c78f7a15f573a,Article,Scopus,2-s2.0-84871259473
2012,Analytical Modeling,MISQ,"Gupta, A., and Zhdanov, D. 2012. –GROWTH AND SUSTAINABILITY OF MANAGED SECURITY SERVICES NETWORKS: AN ECONOMIC PERSPECTIVE,” MIS Quarterly (36:4), pp. 1109_1130.",1,-,Market,Creates a model explaining why firms join managed security service networks,Computational,Model,"Networks, managed security services",Market,5,2,1,2,0.5,Yes,Secondary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Instantiation in an IT context,,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,1,1,21,21,4,4,,,,,,,25,25,2012,MIS Quarterly: Management Information Systems,36,4,,1109,1130.A7,,6,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84868029643&partnerID=40&md5=e25074f30801697972872ba5be9570a0,Review,Scopus,2-s2.0-84868029643
2011,Experiment,ISR,"Smith, S. P., Johnston, R. B., and Howard, S. 2011. –Putting Yourself in the Picture: An Evaluation of Virtual Model Technology as an Online Shopping Tool,” Information Systems Research (22:3), pp. 640_659.",1,2,Individual,"Evaluates the effectiveness of virtual models in online shopping. The DV is: perceived usefulness of online store, and the DVs are: type of evaluation support, evaluative attitude, feeling informed.",Tool,Technology as enhancer,Consumer-decision making theory,Individual,4,2,0,2,0,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Transports a marketing theory into an IT context,,2,,1,2012,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,12,12,14,15,,,,,27,28,2011,Information Systems Research,22,3,,640,659,,12,10.1287/isre.1090.0279,http://www.scopus.com/inward/record.url?eid=2-s2.0-84865066689&partnerID=40&md5=7523cae23802ecaa5a9de3ea760c214f,Article,Scopus,2-s2.0-84865066689
2012,Analytical Modeling,MISQ,"Mehra, A., and Mookerjee, V. 2012. –HUMAN CAPITAL DEVELOPMENT FOR PROGRAMMERS USING OPEN SOURCE SOFTWARE,” MIS Quarterly (36:1), pp. 107_122.",1,-,Organization,Developes an analytical model of open source programmer compensation under different labor market conditions.,Nominal,Technology as absent,Optimal control theory,Organization,3,2,0,2,0,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Analytical modeling in an IS-context,,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,15,15,,,,,,,18,19,2012,MIS Quarterly: Management Information Systems,36,1,,107,122+A1-A5,,5,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859808318&partnerID=40&md5=f0408e5976d715f55a7bd5aa0bde4dfc,Article,Scopus,2-s2.0-84859808318
2000,Simulation,ISR,"Westland, J. 2000. –Research Report: Modeling the Incidence of Postrelease Errors in Software,” Information Systems Research (1993), pp. 320_324.",1,1,Technical,Creates a model to predict the amount of post-release errors in software,Computational,Model,Software testing theory,Technical,4,1,1,1,1,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,Tests a model of error prediction,,13,,7,2006,,,,,,,,,,,,,,,,,1,,,,,,,,,4,8,,,,,,,,,4,8,2000,Information Systems Research,11,3,,320,324,,2,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0034550212&partnerID=40&md5=d186f7d6d1ada7b25cede891bdcc27b8,Article,Scopus,2-s2.0-0034550212
2009,Simulation,ISR,"Adomavicius, G., Gupta, A., and Zhdanov, D. 2009. –Designing Intelligent Software Agents for Auctions with Limited Information Feedback,” Information Systems Research (20:4), pp. 507_526.",1,2,Market,Describes software agents that conduct auctions to optimize bids and prices,Computational,Model,Auction design,Market,11,1,1,1,1,Yes,Primary,Exploitation,-,Exploitation,Exploitation,Instantiation,None,-,-,-,Analyzes various strategies and software tools for conducting those strategies for bid formulation in onlnie auctions,,4,,3,2010,,,,,,,,,,,,,,,,,,,,,1,,,,,13,14,18,21,4,4,,,,,35,39,2009,Information Systems Research,20,4,,507,526,,13,10.1287/isre.1080.0172,http://www.scopus.com/inward/record.url?eid=2-s2.0-77954260125&partnerID=40&md5=629ea79cb826e39228a7c08970dc6594,Article,Scopus,2-s2.0-77954260125
